Name,Start column,End Column,Description
SFFLAG42,787   ,788   ,SAQ: PCS/MCS IMPUTATION FLAG SF-12V2
SGMTRE53,694   ,695   ,RSN HAVE SIGMOIDOSCOPY (>39)-R5/3
SGMTST53,692   ,693   ,MOST RECENT SIGMOIDOSCOPY (>39) - R5/3
SIBPRO42,559   ,560   ,PRBLM GETTING ALONG W/SIBS (5-17)-R4/2
SICPAY31,1223   ,1224   ,PAID SICK LEAVE AT RD 3/1 CMJ
SICPAY42,1225   ,1226   ,PAID SICK LEAVE AT RD 4/2 CMJ
SICPAY53,1227   ,1228   ,PAID SICK LEAVE AT RD 5/3 CMJ
SLFCM31H,1283   ,1284   ,SELF-EMPLOYED AT RD 3/1 CMJ (IMP)
SLFCM42H,1285   ,1286   ,SELF-EMPLOYED AT RD 4/2 CMJ (IMP)
SLFCM53H,1287   ,1288   ,SELF-EMPLOYED AT RD 5/3 CMJ (IMP)
SOCLIM31,485   ,486   ,SOCIAL LIMITATIONS - RD 3/1
SOCLIM53,487   ,488   ,SOCIAL LIMITATIONS - RD 5/3
SPOUID14,214   ,216   ,SPOUSE ID - 12/31/14
SPOUID31,205   ,207   ,SPOUSE ID - R3/1
SPOUID42,208   ,210   ,SPOUSE ID - R4/2
SPOUID53,211   ,213   ,SPOUSE ID - R5/3
SPOUIN14,223   ,224   ,MARITAL STATUS W/SPOUSE PRESENT-12/31/14
SPOUIN31,217   ,218   ,MARITAL STATUS W/SPOUSE PRESENT-R3/1
SPOUIN42,219   ,220   ,MARITAL STATUS W/SPOUSE PRESENT-R4/2
SPOUIN53,221   ,222   ,MARITAL STATUS W/SPOUSE PRESENT-R5/3
SPRPRO42,563   ,564   ,PROBLEM W/SPORTS/HOBBIES (5-17)-R4/2
SSCIMP14,1524   ,1524   ,SOCIAL SECURITY INCOME IMPUTATION FLAG
SSECP14X,1519   ,1523   ,PERSON'S SOCIAL SECURITY INCOME
SSIIMP14,1569   ,1569   ,SSI IMPUTATION FLAG
SSIP14X,1564   ,1568   ,PERSON'S SSI
SSNLJB31,1126   ,1127   ,IS CMJ A SEASONAL JOB RD 3/1
SSNLJB42,1128   ,1129   ,IS CMJ A SEASONAL JOB RD 4/2
SSNLJB53,1130   ,1131   ,IS CMJ A SEASONAL JOB RD 5/3
STAAP14,1763   ,1764   ,COVERED BY OTHER STATE PROG IN APR14
STAAU14,1771   ,1772   ,COVERED BY OTHER STATE PROG IN AUG14
STADE14,1779   ,1780   ,COVERED BY OTHER STATE PROG IN DEC14
STAFE14,1759   ,1760   ,COVERED BY OTHER STATE PROG IN FEB14
STAJA14,1757   ,1758   ,COVERED BY OTHER STATE PROG IN JAN14
STAJL14,1769   ,1770   ,COVERED BY OTHER STATE PROG IN JUL14
STAJU14,1767   ,1768   ,COVERED BY OTHER STATE PROG IN JUN14
STAMA14,1761   ,1762   ,COVERED BY OTHER STATE PROG IN MAR14
STAMY14,1765   ,1766   ,COVERED BY OTHER STATE PROG IN MAY14
STANO14,1777   ,1778   ,COVERED BY OTHER STATE PROG IN NOV14
STAOC14,1775   ,1776   ,COVERED BY OTHER STATE PROG IN OCT14
STAPR14,2535   ,2536   ,COV BY STATE-SPEC PROG - 12/31/14
STAPR31,2529   ,2530   ,COV BY STATE-SPEC PROG - R3/1 INT DT
STAPR42,2531   ,2532   ,COV BY STATE-SPEC PROG - R4/2 INT DT
STAPR53,2533   ,2534   ,COV BY STATE-SPEC PROG 12-31/R3 INT DT
STASE14,1773   ,1774   ,COVERED BY OTHER STATE PROG IN SEP14
STJBMM31,1191   ,1192   ,MONTH STARTED RD 3/1 CMJ
STJBMM42,1197   ,1198   ,MONTH STARTED RD 4/2 CMJ
STJBMM53,1203   ,1204   ,MONTH STARTED RD 5/3 CMJ
STJBYY31,1193   ,1196   ,YEAR STARTED RD 3/1 CMJ
STJBYY42,1199   ,1202   ,YEAR STARTED RD 4/2 CMJ
STJBYY53,1205   ,1208   ,YEAR STARTED RD 5/3 CMJ
STNDIF31,449   ,450   ,DIFFICULTY STANDING 20 MINUTES - RD 3/1
STNDIF53,451   ,452   ,DIFFICULTY STANDING 20 MINUTES - RD 5/3
STOMCH53,670   ,671   ,TKE ASPRN UNSAFE B/C STOMCH (>17)-RD 5/3
STPDIF31,437   ,438   ,DIFFICULTY WALKING UP 10 STEPS - RD 3/1
STPDIF53,439   ,440   ,DIFFICULTY WALKING UP 10 STEPS - RD 5/3
STPRAT14,2543   ,2544   ,ANY TIME COV BY STATE INS - 12/31/14
STPRAT31,2537   ,2538   ,ANY TIME COVERAGE BY STATE INS - R3/1
STPRAT42,2539   ,2540   ,ANY TIME COVERAGE BY STATE INS - R4/2
STPRAT53,2541   ,2542   ,ANY TIME COVERAGE BY STATE INS - R5/3
STRKAGED,323   ,324   ,AGE OF DIAGNOSIS-STROKE
STRKDX,321   ,322   ,STROKE DIAGNOSIS (>17)
TAXFRM14,1426   ,1427   ,TAX FORM PERSON WILL FILE
TEMPJB31,1120   ,1121   ,IS CMJ A TEMPORARY JOB RD 3/1
TEMPJB42,1122   ,1123   ,IS CMJ A TEMPORARY JOB RD 4/2
TEMPJB53,1124   ,1125   ,IS CMJ A TEMPORARY JOB RD 5/3
TIMALN42,650   ,651   ,DOCTOR SPEND ANY TIME ALONE (12-17)-R4/2
TMTKUS42,980   ,981   ,AC13 HOW LONG IT TAKES GET TO USC-R4/2
TOTEXP14,2584   ,2589   ,TOTAL HEALTH CARE EXP 14
TOTMCD14,2601   ,2606   ,TOTAL AMT PAID BY MEDICAID 14
TOTMCR14,2595   ,2600   ,TOTAL AMT PAID BY MEDICARE 14
TOTOFD14,2624   ,2628   ,TOTAL AMT PAID BY OTHER FEDERAL 14
TOTOPR14,2639   ,2644   ,TOTAL AMT PAID BY OTHER PRIVATE 14
TOTOPU14,2645   ,2650   ,TOTAL AMT PAID BY OTHER PUBLIC 14
TOTOSR14,2651   ,2656   ,TOTAL AMT PAID BY OTHER SOURCES 14
TOTOTH14,2663   ,2668   ,TOTAL AMT PAID BY OTH COMBINED 14
TOTPRV14,2607   ,2612   ,TOTAL AMT PAID BY PRIVATE INS 14
TOTPTR14,2657   ,2662   ,TOTAL AMT PAID BY PRV & TRI 14
TOTSLF14,2590   ,2594   ,TOTAL AMT PAID BY SELF/FAMILY 14
TOTSTL14,2629   ,2633   ,TOTAL AMT PAID BY OTH ST/LOCAL 14
TOTTCH14,2577   ,2583   ,"TOTAL HEALTH CARE CHARGES 14, EXCL RX"
TOTTRI14,2619   ,2623   ,TOTAL AMT PAID BY TRICARE 14
TOTVA14,2613   ,2618   ,TOTAL AMT PAID BY VA/CHAMPVA 14
TOTWCP14,2634   ,2638   ,TOTAL AMT PAID BY WORKERS COMP 14
TRANS42,970   ,971   ,AC08 OTH REAS NO USC: TRANSPRT/TIME-R4/2
TRBLE42,569   ,570   ,PRBLM STAY OUT OF TROUBLE (5-17)-R4/2
TREATM42,1016   ,1017   ,AC26 PROV ASK ABOUT OTH TREATMENTS-R4/2
TRIAP14X,1595   ,1596   ,COVERED BY TRICARE/CHAMPVA IN APR14(ED)
TRIAT14X,2351   ,2352   ,ANY TIME COV TRICARE/CHAMPVA - 12/31/14
TRIAT31X,2345   ,2346   ,ANY TIME COV TRICARE/CHAMPVA - R3/1
TRIAT42X,2347   ,2348   ,ANY TIME COV TRICARE/CHAMPVA - R4/2
TRIAT53X,2349   ,2350   ,ANY TIME COV TRICARE/CHAMPVA - R5/3
TRIAU14X,1603   ,1604   ,COVERED BY TRICARE/CHAMPVA IN AUG14 (ED)
TRICH14X,2226   ,2227   ,COVERED BY TRICARE CHAMPVA - 12/31/14
TRICH31X,2222   ,2223   ,COVERED BY CHAMPVA - R3/1
TRICH42X,2224   ,2225   ,COVERED BY CHAMPVA - R4/2
TRICR14X,2343   ,2344   ,COV BY TRICR/CHAMV - 12/31/14 (ED)
TRICR31X,2337   ,2338   ,COV BY TRICR/CHAMV - R3/1 INT DT (ED)
TRICR42X,2339   ,2340   ,COV BY TRICR/CHAMV - R4/2 INT DT (ED)
TRICR53X,2341   ,2342   ,COV BY TRICR/CHAMV 12-31/R3 INT DT (ED)
TRIDE14X,1611   ,1612   ,COVERED BY TRICARE/CHAMPVA IN DEC14 (ED)
TRIEV14,2190   ,2190   ,EVER HAVE TRICARE/CHAMPVA DURING 14
TRIEX14X,2214   ,2215   ,COVERED BY TRICARE EXTRA - 12/31/14
TRIEX31X,2210   ,2211   ,COVERED BY TRICARE EXTRA - R3/1
TRIEX42X,2212   ,2213   ,COVERED BY TRICARE EXTRA - R4/2
TRIFE14X,1591   ,1592   ,COVERED BY TRICARE/CHAMPVA IN FEB14 (ED)
TRIJA14X,1589   ,1590   ,COVERED BY TRICARE/CHAMPVA IN JAN14 (ED)
TRIJL14X,1601   ,1602   ,COVERED BY TRICARE/CHAMPVA IN JUL14 (ED)
TRIJU14X,1599   ,1600   ,COVERED BY TRICARE/CHAMPVA IN JUN14 (ED)
TRILI14X,2220   ,2221   ,COVERED BY TRICARE FOR LIFE - 12/31/14
TRILI31X,2216   ,2217   ,COVERED BY TRICARE FOR LIFE - R3/1
TRILI42X,2218   ,2219   ,COVERED BY TRICARE FOR LIFE - R4/2
TRIMA14X,1593   ,1594   ,COVERED BY TRICARE/CHAMPVA IN MAR14 (ED)
TRIMY14X,1597   ,1598   ,COVERED BY TRICARE/CHAMPVA IN MAY14 (ED)
TRINO14X,1609   ,1610   ,COVERED BY TRICARE/CHAMPVA IN NOV14 (ED)
TRIOC14X,1607   ,1608   ,COVERED BY TRICARE/CHAMPVA IN OCT14 (ED)
TRIPR14X,2208   ,2209   ,COVERED BY TRICARE PRIME - 12/31/14
TRIPR31X,2204   ,2205   ,COVERED BY TRICARE PRIME - R3/1
TRIPR42X,2206   ,2207   ,COVERED BY TRICARE PRIME - R4/2
TRISE14X,1605   ,1606   ,COVERED BY TRICARE/CHAMPVA IN SEP14 (ED)
TRIST14X,2202   ,2203   ,COVERED BY TRICARE STANDARD - 12/31/14
TRIST31X,2198   ,2199   ,COVERED BY TRICARE STANDARD - R3/1
TRIST42X,2200   ,2201   ,COVERED BY TRICARE STANDARD - R4/2
TRSTP14X,1525   ,1530   ,PERSON'S TRUST/RENT INCOME
TRTIMP14,1531   ,1531   ,TRUST INCOME IMPUTATION FLAG
TTLP14X,1440   ,1446   ,PERSON'S TOTAL INCOME
TYPEPE42,982   ,983   ,USC TYPE OF PROVIDER-R4/2
UNABLE31,481   ,482   ,COMPLETELY UNABLE TO DO ACTIVITY-RD 3/1
UNABLE53,483   ,484   ,COMPLETELY UNABLE TO DO ACTIVITY-RD 5/3
UNEIMP14,1485   ,1485   ,UNEMPLOYMENT IMPUTATION FLAG
UNEMP14X,1480   ,1484   ,PERSON'S UNEMPLOYMENT COMP INCOME
UNHAP42,549   ,550   ,PROBLEM FEELING UNHAPPY/SAD (5-17)-R4/2
UNINS14,2195   ,2195   ,UNINSURED ALL OF 14
UNION31,1171   ,1172   ,UNION STATUS AT RD 3/1 CMJ
UNION31H,1331   ,1332   ,UNION STATUS AT RD 3/1 CMJ (IMP)
UNION42,1173   ,1174   ,UNION STATUS AT RD 4/2 CMJ
UNION42H,1333   ,1334   ,UNION STATUS AT RD 4/2 CMJ (IMP)
UNION53,1175   ,1176   ,UNION STATUS AT RD 5/3 CMJ
UNION53H,1335   ,1336   ,UNION STATUS AT RD 5/3 CMJ (IMP)
USCNOT42,938   ,939   ,AC08 OTH REAS NO USC: USC NOT AVAIL-R4/2
VARPSU,5398   ,5398   ,VARIANCE ESTIMATION PSU - 2014
VARSTR,5394   ,5397   ,VARIANCE ESTIMATION STRATUM - 2014
VETIMP14,1537   ,1537   ,VETERAN'S INCOME IMPUTATION FLAG
VETSP14X,1532   ,1536   ,PERSON'S VETERAN'S INCOME
VISEXP14,5118   ,5122   ,TOTAL GLASSES/CONTACT LENS EXP 14
VISMCD14,5136   ,5139   ,GLASSES/CNTCT LENSES-MEDICAID AMT 14
VISMCR14,5132   ,5135   ,GLASSES/CNTCT LENSES-MEDICARE AMT 14
VISOFD14,5151   ,5154   ,GLASSES/CNTCT LENSES-OTHR FED AMT 14
VISOPR14,5162   ,5165   ,GLASSES/CNTCT LENSES-OTH PRIVATE AMT 14
VISOPU14,5166   ,5168   ,GLASSES/CNTCT LENSES-OTH PUBLIC AMT 14
VISOSR14,5169   ,5171   ,GLASES/CNTCT LENSE-OT UNCLAS SRCE AMT 14
VISOTH14,5176   ,5180   ,GLASSES/CNTCT LENSES-OTH COMBINED AMT 14
VISPRV14,5140   ,5143   ,GLASSES/CNTCT LENSES-PRIV INS AMT 14
VISPTR14,5172   ,5175   ,GLASSES/CNTCT LENSES-PRV & TRI AMT 14
VISSLF14,5128   ,5131   ,GLASSES/CNTCT LENSES -SELF/FAM AMT 14
VISSTL14,5155   ,5159   ,GLASSES/CNTCT LENSES-OTH ST/LOCL AMT 14
VISTCH14,5123   ,5127   ,GLASSES/CONTACT LENSES CHARGES 14
VISTRI14,5147   ,5150   ,GLASSES/LENSES-TRICARE AMT 14
VISVA14,5144   ,5146   ,GLASSES/CNTCT LENSES-VA/CHAMPVA AMT 14
VISWCP14,5160   ,5161   ,GLASSES/CNTCT LENSES-WORKERS COMP AMT 14
WAGEP14X,1465   ,1470   ,PERSON'S WAGE INCOME
WAGIMP14,1471   ,1471   ,WAGE IMPUTATION FLAG
WASAFDC,2309   ,2310   ,WAS PREV INS BY PUBLIC AFDC-PNL 19 ONLY
WASCHAMP,2301   ,2302   ,WAS PREV INS TRICARE/CHAMPVA-PNL 19 ONLY
WASESTB,2295   ,2296   ,WAS PREV INS BY EMPL OR UNION-PN 19 ONLY
WASMCAID,2299   ,2300   ,WAS PREV INS BY MCAID/SCHIP-PNL 19 ONLY
WASMCARE,2297   ,2298   ,WAS PREV INS BY MEDICARE-PANEL 19 ONLY
WASOTGOV,2307   ,2308   ,WAS PREV INS BY OTH GOV PRG-PNL 19 ONLY
WASOTHER,2321   ,2322   ,WAS PREV INS BY OTH SOURCE-PANEL 19 ONLY
WASPRIV,2305   ,2306   ,WAS PREV INS GRP/ASSOC/INS CO-PN 19 ONLY
WASSSI,2311   ,2312   ,WAS PREV INS BY SSI PROGRAM-PNL 19 ONLY
WASSTAT1,2313   ,2314   ,WAS PREV INS BY STAT PROG 1-PNL 19 ONLY
WASSTAT2,2315   ,2316   ,WAS PREV INS BY STAT PROG 2-PNL 19 ONLY
WASSTAT3,2317   ,2318   ,WAS PREV INS BY STAT PROG 3-PNL 19 ONLY
WASSTAT4,2319   ,2320   ,WAS PREV INS BY STAT PROG 4-PNL 19 ONLY
WASVA,2303   ,2304   ,WAS PREV INS VA/MILITAR CARE-PNL 19 ONLY
WCMPP14X,1486   ,1490   ,PERSON'S WORKERS' COMPENSATION
WCPIMP14,1491   ,1491   ,WORKERS' COMP IMPUTATION FLAG
WHITPR42,988   ,989   ,AC19 IS PROVIDER WHITE-R4/2
WHNBPR42,616   ,617   ,WHEN DR CHECKED BLOOD PRESS (2-17)-R4/2
WHNBST42,636   ,637   ,WHN DR ADVISE BOOST SEAT(40<WT<=80)-R4/2
WHNDEN42,620   ,621   ,WHEN DR ADVISE DENT CHECKUP (2-17)-R4/2
WHNEAT42,624   ,625   ,WHEN DR ADVISE EAT HEALTHY (2-17)-R4/2
WHNHEL42,644   ,645   ,WHEN DR ADVISE BIKE HELMET (2-17)-R4/2
WHNHGT42,601   ,602   ,WHEN DOCTOR MEASURED HEIGHT (0-17)-R4/2
WHNLAP42,640   ,641   ,WHN DR ADVISE LAP/SHLDR BLT (80<WT)-R4/2
WHNPHY42,628   ,629   ,WHEN DR ADVISE EXERCISE (2-17)-R4/2
WHNSAF42,632   ,633   ,WHEN DR ADVISE SAFETY SEAT (WT<=40)-R4/2
WHNSMK42,648   ,649   ,WHN DR ADVIS SMKG IN HOME BAD(0-17)-R4/2
WHNWGT42,605   ,606   ,WHEN DOCTOR MEASURED WEIGHT (0-17)-R4/2
WILFIL14,1407   ,1408   ,WILL PERSON FILE FED INCOME TAX RETURN
WLKDIF31,441   ,442   ,DIFFICULTY WALKING 3 BLOCKS - RD 3/1
WLKDIF53,443   ,444   ,DIFFICULTY WALKING 3 BLOCKS - RD 5/3
WLKLIM31,429   ,430   ,LIMITATION IN PHYSICAL FUNCTIONING-RD3/1
WLKLIM53,431   ,432   ,LIMITATION IN PHYSICAL FUNCTIONING-RD5/3
WRGLAS42,511   ,512   ,WEARS EYEGLASSES OR CONTACTS - RD 4/2
WRKLIM31,469   ,470   ,WORK LIMITATION - RD 3/1
WRKLIM53,471   ,472   ,WORK LIMITATION - RD 5/3
YCHJ3142,1187   ,1188   ,WHY CHNGD JOB BETWEEN RD 3/1 AND RD 4/2
YCHJ4253,1189   ,1190   ,WHY CHNGD JOB BETWEEN RD 4/2 AND RD 5/3
YNOUSC42,928   ,929   ,AC07 MAIN REAS PERS DOESNT HAVE USC-R4/2
YRSINUS,267   ,268   ,YEARS PERSON LIVED IN THE US
ZIDEXP14,4469   ,4472   ,TOTAL ZERO-NITE STAZ DR 14
ZIDMCD14,4486   ,4488   ,ZERO-NITE IP STAZ-MEDICAID AMT-DR 14
ZIDMCR14,4482   ,4485   ,ZERO-NITE IP STAZ-MEDICARE AMT-DR 14
ZIDOFD14,4498   ,4498   ,ZERO-NITE IP STAZ-OTHER FED AMT-DR 14
ZIDOPR14,4504   ,4506   ,ZERO-NITE IP STAZ-OTH PRIVATE AMT-DR 14
ZIDOPU14,4507   ,4507   ,ZERO-NITE IP STAZ-OTH PUBLIC AMT-DR 14
ZIDOSR14,4508   ,4508   ,ZERO-NITE IP STAZ-UNCLAS SRCE AMT-DR 14
ZIDOTH14,4513   ,4515   ,ZERO-NITE IP STAZ-OTH COMBINED AMT-DR 14
ZIDPRV14,4489   ,4492   ,ZERO-NITE IP STAZ-PRIV INS AMT-DR 14
ZIDPTR14,4509   ,4512   ,ZERO-NITE IP STAZ-PRV & TRI AMT-DR 14
ZIDSLF14,4478   ,4481   ,ZERO-NITE IP STAZ-SELF/FAM AMT-DR 14
ZIDSTL14,4499   ,4499   ,ZERO-NITE IP STAZ-OTH ST/LOC AMT-DR 14
ZIDTCH14,4473   ,4477   ,ZERO-NITE IP STAY CHARGES - DR 14
ZIDTRI14,4495   ,4497   ,ZERO-NITE IP STAZ-TRICARE AMT-DR 14
ZIDVA14,4493   ,4494   ,ZERO-NITE IP STAZ-VA/CHAMPVA AMT-DR 14
ZIDWCP14,4500   ,4503   ,ZERO-NITE IP STAZ-WRKERS COMP AMT-DR 14
ZIFEXP14,4418   ,4422   ,TOTAL ZERO-NITE STAYS FAC EXP 14
ZIFMCD14,4432   ,4435   ,ZERO-NITE IP STAZ-MEDICAID AMT-FAC 14
ZIFMCR14,4427   ,4431   ,ZERO-NITE IP STAZ-MEDICARE AMT-FAC 14
ZIFOFD14,4447   ,4447   ,ZERO-NITE IP STAZ-OTHER FED AMT-FAC 14
ZIFOPR14,4454   ,4457   ,ZERO-NITE IP STAZ-OTH PRIVATE AMT-FAC 14
ZIFOPU14,4458   ,4458   ,ZERO-NITE IP STAZ-OTH PUBLIC AMT-FAC 14
ZIFOSR14,4459   ,4459   ,ZERO-NITE IP STAZ-UNCLAS SRCE AMT-FAC 14
ZIFOTH14,4465   ,4468   ,ZERO-NITE IP STAZ-OTH COMBINE AMT-FAC 14
ZIFPRV14,4436   ,4440   ,ZERO-NITE IP STAZ-PRIV INS AMT-FAC 14
ZIFPTR14,4460   ,4464   ,ZERO-NITE IP STAZ-PRV & TRI AMT-FAC 14
ZIFSLF14,4423   ,4426   ,ZERO-NITE IP STAZ-SELF/FAM AMT-FAC 14
ZIFSTL14,4448   ,4448   ,ZERO-NITE IP STAZ-OTH ST/LOC AMT-FAC 14
ZIFTCH14,4413   ,4417   ,ZERO-NITE IP STAY CHARGES - FAC 14
ZIFTRI14,4444   ,4446   ,ZERO-NITE IP STAZ-TRICARE AMT-FAC 14
ZIFVA14,4441   ,4443   ,ZERO-NITE IP STAZ-VA/CHAMPVA AMT-FAC 14
ZIFWCP14,4449   ,4453   ,ZERO-NITE IP STAZ-WRKERS COMP AMT-FAC 14
